class,text
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
ham,Sleeping nt feeling well
ham,Tell me pa. How is pain de.
ham,Juz go google n search 4 qet...
ham,Ok.ok ok..then..whats ur todays plan
ham,Are you driving or training?
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
ham,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
ham,Haven't left yet so probably gonna be here til dinner
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...
ham,"Goodmorning, Today i am late for  &lt;#&gt; min."
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.
ham,Huh so fast... Dat means u havent finished painting?
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
ham,"[Û_] anyway, many good evenings to u! s"
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
ham,Me n him so funny...
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,K:)k..its good:)when are you going?
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,I told that am coming on wednesday.
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,Yo we are watching a movie on netflix
ham,"If i let you do this, i want you in the house by 8am."
ham,IÛ÷m going to try for 2 months ha ha only joking
ham,Roger that. WeÛ÷re probably going to rem in about 20
ham,I notice you like looking in the shit mirror youre turning into a right freak
spam,ringtoneking 84484
ham,"Aight that'll work, thanks"
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
ham,I need details about that online job.
ham,Remember to ask alex about his pizza
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,Yes. Rent is very expensive so its the way we save.
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,Went to ganesh dress shop
ham,Just glad to be talking to you.
ham,I am not sure about night menu. . . I know only about noon menu
ham,I dont have i shall buy one dear
ham,Think + da. You wil do.
ham,Are you angry with me. What happen dear
ham,"Haha awesome, I might need to take you up on that, what you doin tonight?"
spam,"URGENT! Your Mobile No 07808726822 was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU"
ham,No. I.ll meet you in the library
spam,Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!
ham,Hello madam how are you ?
ham,Check with nuerologist.
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
ham,You'd like that wouldn't you? Jerk!
ham,Yup bathe liao...
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL
ham,What time you coming down later? 
ham,I'm at work. Please call
ham,We're finally ready fyi
ham,Lol yeah at this point I guess not
ham,Thanx 4 sending me home...
ham,"Sir Goodmorning, Once free call me."
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
ham,get ready to moan and scream :)
ham,Teach me apps da. When you come to college.
ham,Dont gimme that lip caveboy
ham,"Hey , is * rite u put åÈ10 evey mnth is that all?"
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
spam,Win a å£1000 cash prize or a prize worth å£5000
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
ham,He remains a bro amongst bros
ham,"Yo, you around? Just got my car back"
ham,Reverse is cheating. That is not mathematics.
ham,You will go to walmart. I.ll stay.
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,Noice. Text me when you're here
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,I pocked you up there before
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
ham,Or ill be a little closer like at the bus stop on the same street
ham,Hasn't that been the pattern recently crap weekends?
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,Headin towards busetop
ham,Lara said she can loan me  &lt;#&gt; .
ham,Do Ì_ noe if ben is going?
ham,Well thats nice. Too bad i cant eat it
ham,Cuz ibored. And don wanna study
ham,"Great. I'm in church now, will holla when i get out"
ham,Why you Dint come with us.
ham,Its good to hear from you
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... 
ham,How do you guys go to see movies on your side.
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
ham,Nite...
ham,Senthil group company Apnt 5pm.
ham,Oh did you charge camera
spam,Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend
ham,You still at grand prix?
ham,I'm not coming home 4 dinner.
ham,We will meet soon princess! Ttyl!
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,But am going to college pa. What to do. are else ill come there it self. Pa.
ham,JADE ITS PAUL. Y DIDNåÕT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
ham,Ok lor then we go tog lor...
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only
spam,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.
ham,:( but your not here....
spam,URGENT This is our 2nd attempt to contact U. Your å£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893
ham,I'm home.
ham,Yeah I'll try to scrounge something up
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham,Howz pain?hope u r fine..
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap
ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
spam,u r a winner U ave been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
ham,Ambrith..madurai..met u in arun dha marrge..remembr?
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham,Im done. Just studyn in library
ham,Oh:)as usual vijay film or its different?
ham,Wat Ì_ doing now?
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out
ham,Once free call me sir. I am waiting for you.
ham,soon you will have the real thing princess! Do i make you wet? :)
ham,I dont know oh. Hopefully this month.
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,4 oclock at mine. Just to bash out a flat plan.
ham,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min"
ham,If we win its really no 1 side for long time.
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise ofå£2000 CASH 18+only. To opt out txt X to 07786200117
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,Hey are you angry with me. Reply me dr.
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
ham,Esplanade lor. Where else...
ham,You still around? I could use a half-8th
